,symbol,companyName,industry,isFNOSec,isETFSec,isDelisted,isin,index
3870,MPHASIS,MphasiS Limited,Computers - Software & Consulting,True,False,False,INE356A01018,NIFTY IT
3871,TECHM,Tech Mahindra Limited,Computers - Software & Consulting,True,False,False,INE669C01036,NIFTY IT
3872,INFY,Infosys Limited,Computers - Software & Consulting,True,False,False,INE009A01021,NIFTY IT
3873,HCLTECH,HCL Technologies Limited,Computers - Software & Consulting,True,False,False,INE860A01027,NIFTY IT
3874,LTTS,L&T Technology Services Limited,IT Enabled Services,True,False,False,INE010V01017,NIFTY IT
3875,TCS,Tata Consultancy Services Limited,Computers - Software & Consulting,True,False,False,INE467B01029,NIFTY IT
3876,WIPRO,Wipro Limited,Computers - Software & Consulting,True,False,False,INE075A01022,NIFTY IT
3877,SAREGAMA,Saregama India Limited,Media & Entertainment,False,False,False,INE979A01025,NIFTY MEDIA
3878,TIPSMUSIC,Tips Music Limited,Media & Entertainment,False,False,False,INE716B01029,NIFTY MEDIA
3879,NAZARA,Nazara Technologies Limited,Digital Entertainment,False,False,False,INE418L01021,NIFTY MEDIA
3880,DISHTV,Dish TV India Limited,TV Broadcasting & Software Production,False,False,False,INE836F01026,NIFTY MEDIA
3881,PVRINOX,PVR INOX Limited,Film Production Distribution & Exhibition,True,False,False,INE191H01014,NIFTY MEDIA
3882,HATHWAY,Hathway Cable & Datacom Limited,TV Broadcasting & Software Production,False,False,False,INE982F01036,NIFTY MEDIA
3883,NETWORK18,Network18 Media & Investments Limited,Media & Entertainment,False,False,False,INE870H01013,NIFTY MEDIA
3884,TV18BRDCST,TV18 Broadcast Limited,TV Broadcasting & Software Production,False,False,False,IN9886H01017,NIFTY MEDIA
3885,ZEEL,Zee Entertainment Enterprises Limited,TV Broadcasting & Software Production,False,False,False,INE256A04022,NIFTY MEDIA
3886,SUNTV,Sun TV Network Limited,TV Broadcasting & Software Production,True,False,False,INE424H01027,NIFTY MEDIA
3887,ADANIENT,Adani Enterprises Limited,Trading - Minerals,True,False,False,INE423A01024,NIFTY METAL
3888,HINDZINC,Hindustan Zinc Limited,Zinc,False,False,False,INE267A01025,NIFTY METAL
3889,WELCORP,Welspun Corp Limited,Iron & Steel Products,False,False,False,INE191B01025,NIFTY METAL
3890,HINDCOPPER,Hindustan Copper Limited,Copper,True,False,False,INE531E01026,NIFTY METAL
3891,RATNAMANI,Ratnamani Metals & Tubes Limited,Iron & Steel Products,False,False,False,INE703B01027,NIFTY METAL
3892,VEDL,Vedanta Limited,Diversified Metals,True,False,False,INE205A01025,NIFTY METAL
3893,NATIONALUM,National Aluminium Company Limited,Aluminium,True,False,False,INE139A01034,NIFTY METAL
3894,SAIL,Steel Authority of India Limited,Iron & Steel,True,False,False,INE114A01011,NIFTY METAL
3895,JSL,Jindal Stainless Limited,Iron & Steel,False,False,False,INE220G01021,NIFTY METAL
3896,HINDALCO,Hindalco Industries Limited,Aluminium,True,False,False,IN9038A01010,NIFTY METAL
3897,APLAPOLLO,APL Apollo Tubes Limited,Iron & Steel Products,False,False,False,INE702C01027,NIFTY METAL
3898,JINDALSTEL,Jindal Steel & Power Limited,Iron & Steel,True,False,False,INE749A01030,NIFTY METAL
3899,JSWSTEEL,JSW Steel Limited,Iron & Steel,True,False,False,INE019A04016,NIFTY METAL
3900,TATASTEEL,Tata Steel Limited,Iron & Steel,True,False,False,IN9081A01010,NIFTY METAL
3901,NMDC,NMDC Limited,Industrial Minerals,True,False,False,INE584A01023,NIFTY METAL
3902,TORNTPHARM,Torrent Pharmaceuticals Limited,Pharmaceuticals,True,False,False,INE685A01028,NIFTY PHARMA
3903,GLENMARK,Glenmark Pharmaceuticals Limited,Pharmaceuticals,True,False,False,INE935A01035,NIFTY PHARMA
3904,IPCALAB,IPCA Laboratories Limited,Pharmaceuticals,True,False,False,INE571A01038,NIFTY PHARMA
3905,DIVISLAB,Divi's Laboratories Limited,Pharmaceuticals,True,False,False,INE361B01024,NIFTY PHARMA
3906,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Pharmaceuticals,False,False,False,INE572A01036,NIFTY PHARMA
3907,LAURUSLABS,Laurus Labs Limited,Pharmaceuticals,True,False,False,INE947Q01028,NIFTY PHARMA
3908,AJANTPHARM,Ajanta Pharma Limited,Pharmaceuticals,False,False,False,INE031B01049,NIFTY PHARMA
3909,LUPIN,Lupin Limited,Pharmaceuticals,True,False,False,INE326A01037,NIFTY PHARMA
3910,ABBOTINDIA,Abbott India Limited,Pharmaceuticals,True,False,False,INE358A01014,NIFTY PHARMA
3911,GRANULES,Granules India Limited,Pharmaceuticals,True,False,False,INE101D01020,NIFTY PHARMA
3912,NATCOPHARM,Natco Pharma Limited,Pharmaceuticals,False,False,False,INE987B01026,NIFTY PHARMA
3913,ALKEM,Alkem Laboratories Limited,Pharmaceuticals,True,False,False,INE540L01014,NIFTY PHARMA
3914,AUROPHARMA,Aurobindo Pharma Limited,Pharmaceuticals,True,False,False,INE406A01037,NIFTY PHARMA
3915,MANKIND,Mankind Pharma Limited,Pharmaceuticals,False,False,False,INE634S01028,NIFTY PHARMA
3916,BIOCON,Biocon Limited,Pharmaceuticals,True,False,False,INE376G01013,NIFTY PHARMA
3917,CIPLA,Cipla Limited,Pharmaceuticals,True,False,False,INE059A01026,NIFTY PHARMA
3918,DRREDDY,Dr. Reddy's Laboratories Limited,Pharmaceuticals,True,False,False,INE089A08051,NIFTY PHARMA
3919,SUNPHARMA,Sun Pharmaceutical Industries Limited,Pharmaceuticals,True,False,False,INE044A01036,NIFTY PHARMA
3920,ZYDUSLIFE,Zydus Lifesciences Limited,Pharmaceuticals,True,False,False,INE010B01027,NIFTY PHARMA
3921,GLAND,Gland Pharma Limited,Pharmaceuticals,False,False,False,INE068V01023,NIFTY PHARMA
3922,IOB,Indian Overseas Bank,Public Sector Bank,False,False,False,INE565A01014,NIFTY PSU BANK
3923,PSB,Punjab & Sind Bank,Public Sector Bank,False,False,False,INE608A01012,NIFTY PSU BANK
3924,MAHABANK,Bank of Maharashtra,Public Sector Bank,False,False,False,INE457A01014,NIFTY PSU BANK
3925,UCOBANK,UCO Bank,Public Sector Bank,False,False,False,INE691A01018,NIFTY PSU BANK
3926,CENTRALBK,Central Bank of India,Public Sector Bank,False,False,False,INE483A01010,NIFTY PSU BANK
3927,BANKBARODA,Bank of Baroda,Public Sector Bank,True,False,False,INE028A01039,NIFTY PSU BANK
3928,INDIANB,Indian Bank,Public Sector Bank,False,False,False,INE562A01011,NIFTY PSU BANK
3929,CANBK,Canara Bank,Public Sector Bank,True,False,False,INE476A01022,NIFTY PSU BANK
3930,SBIN,State Bank of India,Public Sector Bank,True,False,False,INE062A08041,NIFTY PSU BANK
3931,UNIONBANK,Union Bank of India,Public Sector Bank,False,False,False,INE692A01016,NIFTY PSU BANK
3932,PNB,Punjab National Bank,Public Sector Bank,True,False,False,INE160A01022,NIFTY PSU BANK
3933,BANKINDIA,Bank of India,Public Sector Bank,False,False,False,INE084A01016,NIFTY PSU BANK
3934,PRESTIGE,Prestige Estates Projects Limited,Residential Commercial Projects,False,False,False,INE811K01011,NIFTY REALTY
3935,GODREJPROP,Godrej Properties Limited,Residential Commercial Projects,True,False,False,INE484J01027,NIFTY REALTY
3936,DLF,DLF Limited,Residential Commercial Projects,True,False,False,INE271C01023,NIFTY REALTY
3937,MAHLIFE,Mahindra Lifespace Developers Limited,Residential Commercial Projects,False,False,False,INE813A01018,NIFTY REALTY
3938,RAYMOND,Raymond Limited,Residential Commercial Projects,False,False,False,INE301A01014,NIFTY REALTY
3939,OBEROIRLTY,Oberoi Realty Limited,Residential Commercial Projects,True,False,False,INE093I01010,NIFTY REALTY
3940,SOBHA,Sobha Limited,Residential Commercial Projects,False,False,False,INE671H01015,NIFTY REALTY
3941,PHOENIXLTD,The Phoenix Mills Limited,Residential Commercial Projects,False,False,False,INE211B01039,NIFTY REALTY
3942,LODHA,Macrotech Developers Limited,Residential Commercial Projects,False,False,False,INE670K01029,NIFTY REALTY
3943,BRIGADE,Brigade Enterprises Limited,Residential Commercial Projects,False,False,False,INE791I01019,NIFTY REALTY
3944,CUB,City Union Bank Limited,Private Sector Bank,True,False,False,INE491A01021,NIFTY PRIVATE BANK
3945,RBLBANK,RBL Bank Limited,Private Sector Bank,True,False,False,INE976G01028,NIFTY PRIVATE BANK
3946,BANDHANBNK,Bandhan Bank Limited,Private Sector Bank,True,False,False,INE545U01014,NIFTY PRIVATE BANK
3947,HDFCBANK,HDFC Bank Limited,Private Sector Bank,True,False,False,INE040A01034,NIFTY PRIVATE BANK
3948,FEDERALBNK,The Federal Bank  Limited,Private Sector Bank,True,False,False,INE171A01029,NIFTY PRIVATE BANK
3949,IDFCFIRSTB,IDFC First Bank Limited,Private Sector Bank,True,False,False,INE092T08CF9,NIFTY PRIVATE BANK
3950,INDUSINDBK,IndusInd Bank Limited,Private Sector Bank,True,False,False,INE095A01012,NIFTY PRIVATE BANK
3951,AXISBANK,Axis Bank Limited,Private Sector Bank,True,False,False,INE238A01034,NIFTY PRIVATE BANK
3952,KOTAKBANK,Kotak Mahindra Bank Limited,Private Sector Bank,True,False,False,INE237A01028,NIFTY PRIVATE BANK
3953,ICICIBANK,ICICI Bank Limited,Private Sector Bank,True,False,False,INE090A01021,NIFTY PRIVATE BANK
3954,MAXHEALTH,Max Healthcare Institute Limited,Hospital,False,False,False,INE027H01010,NIFTY HEALTHCARE INDEX
3955,TORNTPHARM,Torrent Pharmaceuticals Limited,Pharmaceuticals,True,False,False,INE685A01028,NIFTY HEALTHCARE INDEX
3956,GLENMARK,Glenmark Pharmaceuticals Limited,Pharmaceuticals,True,False,False,INE935A01035,NIFTY HEALTHCARE INDEX
3957,IPCALAB,IPCA Laboratories Limited,Pharmaceuticals,True,False,False,INE571A01038,NIFTY HEALTHCARE INDEX
3958,LALPATHLAB,Dr. Lal Path Labs Ltd.,Healthcare Service Provider,True,False,False,INE600L01024,NIFTY HEALTHCARE INDEX
3959,METROPOLIS,Metropolis Healthcare Limited,Healthcare Service Provider,True,False,False,INE112L01020,NIFTY HEALTHCARE INDEX
3960,DIVISLAB,Divi's Laboratories Limited,Pharmaceuticals,True,False,False,INE361B01024,NIFTY HEALTHCARE INDEX
3961,LAURUSLABS,Laurus Labs Limited,Pharmaceuticals,True,False,False,INE947Q01028,NIFTY HEALTHCARE INDEX
3962,LUPIN,Lupin Limited,Pharmaceuticals,True,False,False,INE326A01037,NIFTY HEALTHCARE INDEX
3963,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Hospital,True,False,False,INE437A01024,NIFTY HEALTHCARE INDEX
3964,ABBOTINDIA,Abbott India Limited,Pharmaceuticals,True,False,False,INE358A01014,NIFTY HEALTHCARE INDEX
3965,GRANULES,Granules India Limited,Pharmaceuticals,True,False,False,INE101D01020,NIFTY HEALTHCARE INDEX
3966,ALKEM,Alkem Laboratories Limited,Pharmaceuticals,True,False,False,INE540L01014,NIFTY HEALTHCARE INDEX
3967,AUROPHARMA,Aurobindo Pharma Limited,Pharmaceuticals,True,False,False,INE406A01037,NIFTY HEALTHCARE INDEX
3968,BIOCON,Biocon Limited,Pharmaceuticals,True,False,False,INE376G01013,NIFTY HEALTHCARE INDEX
3969,SYNGENE,Syngene International Limited,Healthcare Research Analytics & Technology,True,False,False,INE398R01022,NIFTY HEALTHCARE INDEX
3970,CIPLA,Cipla Limited,Pharmaceuticals,True,False,False,INE059A01026,NIFTY HEALTHCARE INDEX
3971,DRREDDY,Dr. Reddy's Laboratories Limited,Pharmaceuticals,True,False,False,INE089A08051,NIFTY HEALTHCARE INDEX
3972,SUNPHARMA,Sun Pharmaceutical Industries Limited,Pharmaceuticals,True,False,False,INE044A01036,NIFTY HEALTHCARE INDEX
3973,ZYDUSLIFE,Zydus Lifesciences Limited,Pharmaceuticals,True,False,False,INE010B01027,NIFTY HEALTHCARE INDEX
3974,DIXON,Dixon Technologies (India) Limited,Consumer Electronics,True,False,False,INE935N01020,NIFTY CONSUMER DURABLES
3975,CERA,Cera Sanitaryware Limited,Sanitary Ware,False,False,False,INE739E01017,NIFTY CONSUMER DURABLES
3976,BATAINDIA,Bata India Limited,Footwear,True,False,False,INE176A01028,NIFTY CONSUMER DURABLES
3977,VOLTAS,Voltas Limited,Household Appliances,True,False,False,INE226A01021,NIFTY CONSUMER DURABLES
3978,AMBER,Amber Enterprises India Limited,Household Appliances,False,False,False,INE371P01015,NIFTY CONSUMER DURABLES
3979,WHIRLPOOL,Whirlpool of India Limited,Household Appliances,False,False,False,INE716A01013,NIFTY CONSUMER DURABLES
3980,CENTURYPLY,Century Plyboards (India) Limited,Plywood Boards/ Laminates,False,False,False,INE348B01021,NIFTY CONSUMER DURABLES
3981,HAVELLS,Havells India Limited,Consumer Electronics,True,False,False,INE176B01034,NIFTY CONSUMER DURABLES
3982,RAJESHEXPO,Rajesh Exports Limited,Gems Jewellery And Watches,False,False,False,INE343B01030,NIFTY CONSUMER DURABLES
3983,VGUARD,V-Guard Industries Limited,Household Appliances,False,False,False,INE951I01027,NIFTY CONSUMER DURABLES
3984,KALYANKJIL,Kalyan Jewellers India Limited,Gems Jewellery And Watches,False,False,False,INE303R01014,NIFTY CONSUMER DURABLES
3985,CROMPTON,Crompton Greaves Consumer Electricals Limited,Household Appliances,True,False,False,INE299U01018,NIFTY CONSUMER DURABLES
3986,KAJARIACER,Kajaria Ceramics Limited,Ceramics,False,False,False,INE217B01036,NIFTY CONSUMER DURABLES
3987,BLUESTARCO,Blue Star Limited,Household Appliances,False,False,False,INE472A01039,NIFTY CONSUMER DURABLES
3988,TITAN,Titan Company Limited,Gems Jewellery And Watches,True,False,False,INE280A01028,NIFTY CONSUMER DURABLES
3989,OIL,Oil India Limited,Oil Exploration & Production,False,False,False,INE274J01014,NIFTY OIL & GAS
3990,ATGL,Adani Total Gas Limited,LPG/CNG/PNG/LNG Supplier,False,False,False,INE399L01023,NIFTY OIL & GAS
3991,CASTROLIND,Castrol India Limited,Lubricants,False,False,False,INE172A01027,NIFTY OIL & GAS
3992,PETRONET,Petronet LNG Limited,LPG/CNG/PNG/LNG Supplier,True,False,False,INE347G01014,NIFTY OIL & GAS
3993,RELIANCE,Reliance Industries Limited,Refineries & Marketing,True,False,False,INE002A01018,NIFTY OIL & GAS
3994,ONGC,Oil & Natural Gas Corporation Limited,Oil Exploration & Production,True,False,False,INE213A01029,NIFTY OIL & GAS
3995,IOC,Indian Oil Corporation Limited,Refineries & Marketing,True,False,False,INE242A01010,NIFTY OIL & GAS
3996,GUJGASLTD,Gujarat Gas Limited,LPG/CNG/PNG/LNG Supplier,True,False,False,INE844O01030,NIFTY OIL & GAS
3997,BPCL,Bharat Petroleum Corporation Limited,Refineries & Marketing,True,False,False,INE029A01011,NIFTY OIL & GAS
3998,AEGISLOG,Aegis Logistics Limited,Trading - Gas,False,False,False,INE208C01025,NIFTY OIL & GAS
3999,MGL,Mahanagar Gas Limited,LPG/CNG/PNG/LNG Supplier,True,False,False,INE002S01010,NIFTY OIL & GAS
4000,GAIL,GAIL (India) Limited,Gas Transmission/Marketing,True,False,False,INE129A01019,NIFTY OIL & GAS
4001,HINDPETRO,Hindustan Petroleum Corporation Limited,Refineries & Marketing,True,False,False,INE169701013,NIFTY OIL & GAS
4002,GSPL,Gujarat State Petronet Limited,Gas Transmission/Marketing,False,False,False,INE246F01010,NIFTY OIL & GAS
4003,IGL,Indraprastha Gas Limited,LPG/CNG/PNG/LNG Supplier,True,False,False,INE203G01027,NIFTY OIL & GAS
4004,MAXHEALTH,Max Healthcare Institute Limited,Hospital,False,False,False,INE027H01010,NIFTY MIDSMALL HEALTHCARE
4005,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,Pharmaceuticals,False,False,False,INE159A01016,NIFTY MIDSMALL HEALTHCARE
4006,GLENMARK,Glenmark Pharmaceuticals Limited,Pharmaceuticals,True,False,False,INE935A01035,NIFTY MIDSMALL HEALTHCARE
4007,IPCALAB,IPCA Laboratories Limited,Pharmaceuticals,True,False,False,INE571A01038,NIFTY MIDSMALL HEALTHCARE
4008,ASTERDM,Aster DM Healthcare Limited,Hospital,False,False,False,INE914M01019,NIFTY MIDSMALL HEALTHCARE
4009,LALPATHLAB,Dr. Lal Path Labs Ltd.,Healthcare Service Provider,True,False,False,INE600L01024,NIFTY MIDSMALL HEALTHCARE
4010,FORTIS,Fortis Healthcare Limited,Hospital,False,False,False,INE061F01013,NIFTY MIDSMALL HEALTHCARE
4011,METROPOLIS,Metropolis Healthcare Limited,Healthcare Service Provider,True,False,False,INE112L01020,NIFTY MIDSMALL HEALTHCARE
4012,PPLPHARMA,Piramal Pharma Limited,Pharmaceuticals,False,False,False,INE0DK501011,NIFTY MIDSMALL HEALTHCARE
4013,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Pharmaceuticals,False,False,False,INE572A01036,NIFTY MIDSMALL HEALTHCARE
4014,SUVENPHAR,Suven Pharmaceuticals Limited,Pharmaceuticals,False,False,False,INE03QK01018,NIFTY MIDSMALL HEALTHCARE
4015,LAURUSLABS,Laurus Labs Limited,Pharmaceuticals,True,False,False,INE947Q01028,NIFTY MIDSMALL HEALTHCARE
4016,AJANTPHARM,Ajanta Pharma Limited,Pharmaceuticals,False,False,False,INE031B01049,NIFTY MIDSMALL HEALTHCARE
4017,LUPIN,Lupin Limited,Pharmaceuticals,True,False,False,INE326A01037,NIFTY MIDSMALL HEALTHCARE
4018,APLLTD,Alembic Pharmaceuticals Limited,Pharmaceuticals,False,False,False,INE901L01018,NIFTY MIDSMALL HEALTHCARE
4019,MEDANTA,Global Health Limited,Hospital,False,False,False,INE474Q01031,NIFTY MIDSMALL HEALTHCARE
4020,POLYMED,Poly Medicure Limited,Medical Equipment & Supplies,False,False,False,INE205C01021,NIFTY MIDSMALL HEALTHCARE
4021,ABBOTINDIA,Abbott India Limited,Pharmaceuticals,True,False,False,INE358A01014,NIFTY MIDSMALL HEALTHCARE
4022,GRANULES,Granules India Limited,Pharmaceuticals,True,False,False,INE101D01020,NIFTY MIDSMALL HEALTHCARE
4023,NATCOPHARM,Natco Pharma Limited,Pharmaceuticals,False,False,False,INE987B01026,NIFTY MIDSMALL HEALTHCARE
4024,ALKEM,Alkem Laboratories Limited,Pharmaceuticals,True,False,False,INE540L01014,NIFTY MIDSMALL HEALTHCARE
4025,AUROPHARMA,Aurobindo Pharma Limited,Pharmaceuticals,True,False,False,INE406A01037,NIFTY MIDSMALL HEALTHCARE
4026,MANKIND,Mankind Pharma Limited,Pharmaceuticals,False,False,False,INE634S01028,NIFTY MIDSMALL HEALTHCARE
4027,RAINBOW,Rainbow Childrens Medicare Limited,Hospital,False,False,False,INE961O01016,NIFTY MIDSMALL HEALTHCARE
4028,KIMS,Krishna Institute of Medical Sciences Limited,Hospital,False,False,False,INE967H01025,NIFTY MIDSMALL HEALTHCARE
4029,BIOCON,Biocon Limited,Pharmaceuticals,True,False,False,INE376G01013,NIFTY MIDSMALL HEALTHCARE
4030,SYNGENE,Syngene International Limited,Healthcare Research Analytics & Technology,True,False,False,INE398R01022,NIFTY MIDSMALL HEALTHCARE
4031,NH,Narayana Hrudayalaya Ltd.,Hospital,False,False,False,INE410P01011,NIFTY MIDSMALL HEALTHCARE
4032,SANOFI,Sanofi India Limited,Pharmaceuticals,False,False,False,INE058A01010,NIFTY MIDSMALL HEALTHCARE
4033,GLAND,Gland Pharma Limited,Pharmaceuticals,False,False,False,INE068V01023,NIFTY MIDSMALL HEALTHCARE
4034,ADANIENSOL,Adani Energy Solutions Limited,Power Distribution,False,False,False,INE931S01010,NIFTY COMMODITIES
4035,JSWENERGY,JSW Energy Limited,Power Generation,False,False,False,INE121E01018,NIFTY COMMODITIES
4036,ADANIGREEN,Adani Green Energy Limited,Power Generation,False,False,False,INE364U01010,NIFTY COMMODITIES
4037,TATAPOWER,Tata Power Company Limited,Integrated Power Utilities,True,False,False,INE245A01021,NIFTY COMMODITIES
4038,AMBUJACEM,Ambuja Cements Limited,Cement & Cement Products,True,False,False,INE079A01024,NIFTY COMMODITIES
4039,ADANIPOWER,Adani Power Limited,Integrated Power Utilities,False,False,False,INE814H01011,NIFTY COMMODITIES
4040,COALINDIA,Coal India Limited,Coal,True,False,False,INE522F01014,NIFTY COMMODITIES
4041,RELIANCE,Reliance Industries Limited,Refineries & Marketing,True,False,False,INE002A01018,NIFTY COMMODITIES
4042,PIIND,PI Industries Limited,Pesticides & Agrochemicals,True,False,False,INE603J01030,NIFTY COMMODITIES
4043,ACC,ACC Limited,Cement & Cement Products,True,False,False,INE012A01025,NIFTY COMMODITIES
4044,NTPC,NTPC Limited,Power Generation,True,False,False,INE733E07JE0,NIFTY COMMODITIES
4045,ONGC,Oil & Natural Gas Corporation Limited,Oil Exploration & Production,True,False,False,INE213A01029,NIFTY COMMODITIES
4046,IOC,Indian Oil Corporation Limited,Refineries & Marketing,True,False,False,INE242A01010,NIFTY COMMODITIES
4047,SRF,SRF Limited,Specialty Chemicals,True,False,False,INE647A01010,NIFTY COMMODITIES
4048,ULTRACEMCO,UltraTech Cement Limited,Cement & Cement Products,True,False,False,INE481G01011,NIFTY COMMODITIES
4049,PIDILITIND,Pidilite Industries Limited,Specialty Chemicals,True,False,False,INE318A01026,NIFTY COMMODITIES
4050,BPCL,Bharat Petroleum Corporation Limited,Refineries & Marketing,True,False,False,INE029A01011,NIFTY COMMODITIES
4051,GRASIM,Grasim Industries Limited,Cement & Cement Products,True,False,False,INE047A01021,NIFTY COMMODITIES
4052,SHREECEM,SHREE CEMENT LIMITED,Cement & Cement Products,True,False,False,INE070A01015,NIFTY COMMODITIES
4053,NHPC,NHPC Limited,Power Generation,False,False,False,INE848E07542,NIFTY COMMODITIES
4054,HINDPETRO,Hindustan Petroleum Corporation Limited,Refineries & Marketing,True,False,False,INE169701013,NIFTY COMMODITIES
4055,UPL,UPL Limited,Pesticides & Agrochemicals,True,False,False,INE628A01036,NIFTY COMMODITIES
4056,VEDL,Vedanta Limited,Diversified Metals,True,False,False,INE205A01025,NIFTY COMMODITIES
4057,SAIL,Steel Authority of India Limited,Iron & Steel,True,False,False,INE114A01011,NIFTY COMMODITIES
4058,HINDALCO,Hindalco Industries Limited,Aluminium,True,False,False,IN9038A01010,NIFTY COMMODITIES
4059,APLAPOLLO,APL Apollo Tubes Limited,Iron & Steel Products,False,False,False,INE702C01027,NIFTY COMMODITIES
4060,JINDALSTEL,Jindal Steel & Power Limited,Iron & Steel,True,False,False,INE749A01030,NIFTY COMMODITIES
4061,JSWSTEEL,JSW Steel Limited,Iron & Steel,True,False,False,INE019A04016,NIFTY COMMODITIES
4062,TATASTEEL,Tata Steel Limited,Iron & Steel,True,False,False,IN9081A01010,NIFTY COMMODITIES
4063,NMDC,NMDC Limited,Industrial Minerals,True,False,False,INE584A01023,NIFTY COMMODITIES
4064,VBL,Varun Beverages Limited,Other Beverages,False,False,False,INE200M01039,NIFTY INDIA CONSUMPTION
4065,TRENT,Trent Limited,Speciality Retail,True,False,False,INE849A03018,NIFTY INDIA CONSUMPTION
4066,ZOMATO,Zomato Limited,E-Retail/ E-Commerce,False,False,False,INE758T01015,NIFTY INDIA CONSUMPTION
4067,INDHOTEL,The Indian Hotels Company Limited,Hotels & Resorts,True,False,False,INE053A08081,NIFTY INDIA CONSUMPTION
4068,MAXHEALTH,Max Healthcare Institute Limited,Hospital,False,False,False,INE027H01010,NIFTY INDIA CONSUMPTION
4069,TVSMOTOR,TVS Motor Company Limited,2/3 Wheelers,True,False,False,INE494B01023,NIFTY INDIA CONSUMPTION
4070,NAUKRI,Info Edge (India) Limited,Internet & Catalogue Retail,True,False,False,INE663F01024,NIFTY INDIA CONSUMPTION
4071,M&M,Mahindra & Mahindra Limited,Passenger Cars & Utility Vehicles,True,False,False,INE101A01026,NIFTY INDIA CONSUMPTION
4072,TATAPOWER,Tata Power Company Limited,Integrated Power Utilities,True,False,False,INE245A01021,NIFTY INDIA CONSUMPTION
4073,INDIGO,InterGlobe Aviation Limited,Airline,True,False,False,INE646L01027,NIFTY INDIA CONSUMPTION
4074,ADANIPOWER,Adani Power Limited,Integrated Power Utilities,False,False,False,INE814H01011,NIFTY INDIA CONSUMPTION
4075,BAJAJ-AUTO,Bajaj Auto Limited,2/3 Wheelers,True,False,False,INE917I01010,NIFTY INDIA CONSUMPTION
4076,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Hospital,True,False,False,INE437A01024,NIFTY INDIA CONSUMPTION
4077,HAVELLS,Havells India Limited,Consumer Electronics,True,False,False,INE176B01034,NIFTY INDIA CONSUMPTION
4078,DLF,DLF Limited,Residential Commercial Projects,True,False,False,INE271C01023,NIFTY INDIA CONSUMPTION
4079,UNITDSPR,United Spirits Limited,Breweries & Distilleries,True,False,False,INE854D01024,NIFTY INDIA CONSUMPTION
4080,BRITANNIA,Britannia Industries Limited,Packaged Foods,True,False,False,INE216A07052,NIFTY INDIA CONSUMPTION
4081,ASIANPAINT,Asian Paints Limited,Paints,True,False,False,INE021A01026,NIFTY INDIA CONSUMPTION
4082,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,Tea & Coffee,True,False,False,INE192A01025,NIFTY INDIA CONSUMPTION
4083,COLPAL,Colgate Palmolive (India) Limited,Personal Care,True,False,False,INE259A01022,NIFTY INDIA CONSUMPTION
4084,EICHERMOT,Eicher Motors Limited,2/3 Wheelers,True,False,False,INE066A01021,NIFTY INDIA CONSUMPTION
4085,HEROMOTOCO,Hero MotoCorp Limited,2/3 Wheelers,True,False,False,INE158A01026,NIFTY INDIA CONSUMPTION
4086,NESTLEIND,Nestle India Limited,Packaged Foods,True,False,False,INE239A01024,NIFTY INDIA CONSUMPTION
4087,MARUTI,Maruti Suzuki India Limited,Passenger Cars & Utility Vehicles,True,False,False,INE585B01010,NIFTY INDIA CONSUMPTION
4088,BHARTIARTL,Bharti Airtel Limited,Telecom - Cellular & Fixed line services,True,False,False,INE397D01024,NIFTY INDIA CONSUMPTION
4089,ITC,ITC Limited,Diversified FMCG,True,False,False,INE154A01025,NIFTY INDIA CONSUMPTION
4090,HINDUNILVR,Hindustan Unilever Limited,Diversified FMCG,True,False,False,INE030A01027,NIFTY INDIA CONSUMPTION
4091,DMART,Avenue Supermarts Limited,Diversified Retail,False,False,False,INE192R01011,NIFTY INDIA CONSUMPTION
4092,GODREJCP,Godrej Consumer Products Limited,Personal Care,True,False,False,INE102D01028,NIFTY INDIA CONSUMPTION
4093,TITAN,Titan Company Limited,Gems Jewellery And Watches,True,False,False,INE280A01028,NIFTY INDIA CONSUMPTION
4094,BEL,Bharat Electronics Limited,Aerospace & Defense,True,False,False,INE263A01024,NIFTY CPSE
4095,COCHINSHIP,Cochin Shipyard Limited,Ship Building & Allied Services,False,False,False,INE704P01025,NIFTY CPSE
4096,NLCINDIA,NLC India Limited,Power Generation,False,False,False,INE589A01014,NIFTY CPSE
4097,OIL,Oil India Limited,Oil Exploration & Production,False,False,False,INE274J01014,NIFTY CPSE
4098,SJVN,SJVN Limited,Power Generation,False,False,False,INE002L01015,NIFTY CPSE
4099,COALINDIA,Coal India Limited,Coal,True,False,False,INE522F01014,NIFTY CPSE
4100,NTPC,NTPC Limited,Power Generation,True,False,False,INE733E07JE0,NIFTY CPSE
4101,ONGC,Oil & Natural Gas Corporation Limited,Oil Exploration & Production,True,False,False,INE213A01029,NIFTY CPSE
4102,NHPC,NHPC Limited,Power Generation,False,False,False,INE848E07542,NIFTY CPSE
4103,NBCC,NBCC (India) Limited,Civil Construction,False,False,False,INE095N01031,NIFTY CPSE
4104,POWERGRID,Power Grid Corporation of India Limited,Power - Transmission,True,False,False,INE752E01010,NIFTY CPSE
